Hillary,Trump,total,county_name,state_abbreviation
5452,9613,16113,Brown County,SD
571,1565,2288,Brule County,SD
296,171,490,Buffalo County,SD
693,3355,4346,Butte County,SD
105,704,831,Campbell County,SD
935,2382,3433,Charles Mix County,SD
398,1139,1657,Clark County,SD
2608,2109,5069,Clay County,SD
3174,7764,11669,Codington County,SD
535,588,1175,Corson County,SD
1120,3290,4716,Custer County,SD
2355,5157,7952,Davison County,SD
974,1627,2747,Day County,SD
570,1366,2080,Deuel County,SD
887,723,1707,Dewey County,SD
214,1338,1605,Douglas County,SD
380,1433,1918,Edmunds County,SD
821,2511,3563,Fall River County,SD
204,858,1118,Faulk County,SD
970,2381,3562,Grant County,SD
391,1600,2091,Gregory County,SD
77,936,1044,Haakon County,SD
555,2051,2762,Hamlin County,SD
334,1391,1818,Hand County,SD
424,1497,2006,Hanson County,SD
38,694,769,Harding County,SD
2449,5174,8173,Hughes County,SD
692,2517,3365,Hutchinson County,SD
125,543,690,Hyde County,SD
323,722,1095,Jackson County,SD
264,648,967,Jerauld County,SD
69,450,558,Jones County,SD
703,1680,2551,Kingsbury County,SD
2314,4038,6786,Lake County,SD
3356,7411,11842,Lawrence County,SD
8076,15499,25231,Lincoln County,SD
369,977,1421,Lyman County,SD
754,1056,1947,Marshall County,SD
623,1794,2587,McCook County,SD
192,892,1137,McPherson County,SD
2223,8441,11621,Meade County,SD
238,402,683,Mellette County,SD
281,706,1064,Miner County,SD
30610,42043,78263,Minnehaha County,SD
1042,1729,2930,Moody County,SD
2504,241,2896,Oglala County,SD
14074,29804,47741,Pennington County,SD
188,1333,1606,Perkins County,SD
215,1069,1335,Potter County,SD
1539,2142,3886,Roberts County,SD
241,819,1123,Sanborn County,SD
919,1854,2951,Spink County,SD
329,1148,1567,Stanley County,SD
137,679,861,Sully County,SD
1505,487,2125,Todd County,SD
462,2069,2630,Tripp County,SD
961,2937,4150,Turner County,SD
2227,5288,7895,Union County,SD
457,1896,2477,Walworth County,SD
3301,5654,9616,Yankton County,SD
352,368,766,Ziebach County,SD
9010,19201,29723,Anderson County,TN
3384,11455,15300,Bedford County,TN
1474,4715,6322,Benton County,TN
896,3621,4650,Bledsoe County,TN
12085,37385,51849,Blount County,TN
7070,29761,38392,Bradley County,TN
2248,9860,12504,Campbell County,TN
1126,4006,5299,Cannon County,TN
2323,7731,10333,Carroll County,TN
3453,16897,20993,Carter County,TN
3877,11295,15823,Cheatham County,TN
902,3827,4850,Chester County,TN
1831,8589,10706,Claiborne County,TN
707,2140,2919,Clay County,TN
1980,9791,12108,Cocke County,TN
4741,14409,19895,Coffee County,TN
1302,3977,5386,Crockett County,TN
5202,20410,26298,Cumberland County,TN
148473,84365,246199,Davidson County,TN
894,3580,4577,Decatur County,TN
1566,5164,6940,DeKalb County,TN
4718,13213,18619,Dickson County,TN
2815,10175,13290,Dyer County,TN
5865,13046,19306,Fayette County,TN
1100,6032,7311,Fentress County,TN
4372,11526,16363,Franklin County,TN
5255,13779,19484,Gibson County,TN
2915,7964,11120,Giles County,TN
1154,6618,7985,Grainger County,TN
4211,18538,23491,Greene County,TN
998,3626,4750,Grundy County,TN
4075,15839,20579,Hamblen County,TN
55260,78661,141088,Hamilton County,TN
322,1842,2229,Hancock County,TN
4174,4912,9242,Hardeman County,TN
1622,8012,9949,Hardin County,TN
3502,16611,20694,Hawkins County,TN
3704,3010,6824,Haywood County,TN
1796,8118,10172,Henderson County,TN
3061,9483,12887,Henry County,TN
1823,5685,7762,Hickman County,TN
865,2180,3165,Houston County,TN
1967,4928,7139,Humphreys County,TN
1129,3229,4447,Jackson County,TN
3490,14760,18994,Jefferson County,TN
988,5400,6556,Johnson County,TN
62861,105724,179266,Knox County,TN
577,1357,1970,Lake County,TN
3656,4884,8678,Lauderdale County,TN
2821,12419,15658,Lawrence County,TN
890,3579,4601,Lewis County,TN
2550,10375,13270,Lincoln County,TN
4916,17588,23304,Loudon County,TN
1071,6260,7490,Macon County,TN
15438,21321,37764,Madison County,TN
2829,7680,10832,Marion County,TN
2848,8167,11402,Marshall County,TN
10026,23781,35068,Maury County,TN
3507,14673,18694,McMinn County,TN
1847,7839,10035,McNairy County,TN
856,3337,4311,Meigs County,TN
3184,13361,17050,Monroe County,TN
21686,32320,57278,Montgomery County,TN
496,2325,2926,Moore County,TN
1053,5429,6664,Morgan County,TN
2425,9525,12223,Obion County,TN
1943,6055,8195,Overton County,TN
597,2167,2855,Perry County,TN
536,2019,2609,Pickett County,TN
1252,5097,6520,Polk County,TN
6847,18981,26958,Putnam County,TN
1942,8650,10946,Rhea County,TN
4833,15863,21580,Roane County,TN
6634,19393,27042,Robertson County,TN
36627,64428,106518,Rutherford County,TN
934,6044,7123,Scott County,TN
1051,4434,5667,Sequatchie County,TN
6293,28610,36180,Sevier County,TN
206640,114948,331861,Shelby County,TN
1688,5485,7410,Smith County,TN
1222,3864,5283,Stewart County,TN
11910,45577,59860,Sullivan County,TN
18153,50105,71080,Sumner County,TN
5779,16893,23372,Tipton County,TN
943,2099,3142,Trousdale County,TN
1260,5666,7166,Unicoi County,TN
1010,5024,6204,Union County,TN
539,1820,2417,Van Buren County,TN
3535,9535,13565,Warren County,TN
13003,34179,49411,Washington County,TN
717,5034,5842,Wayne County,TN
2770,9001,12127,Weakley County,TN
1842,7657,9776,White County,TN
30992,68160,104700,Williamson County,TN
14356,39304,56286,Wilson County,TN
3358,13165,16887,Anderson County,TX
836,3925,4926,Andrews County,TX
7538,21666,29870,Angelina County,TX
2458,7730,10467,Aransas County,TX
394,3785,4269,Archer County,TX
70,924,1017,Armstrong County,TX
4635,8598,13605,Atascosa County,TX
2319,9637,12255,Austin County,TX
397,1343,1784,Bailey County,TX
1726,8159,10213,Bandera County,TX
10555,16314,28250,Bastrop County,TX
191,1267,1492,Baylor County,TX
3443,4743,8458,Bee County,TX
37608,51780,93999,Bell County,TX
319191,240161,586038,Bexar County,TX
1244,4212,5669,Blanco County,TX
31,330,365,Borden County,TX
1277,6325,7797,Bosque County,TX
8831,24913,34470,Bowie County,TX
43075,72653,120296,Brazoria County,TX
23041,38662,66036,Brazos County,TX
1869,2073,4226,Brewster County,TX
91,625,734,Briscoe County,TX
1937,613,2596,Brooks County,TX
1621,12010,13949,Brown County,TX
1491,5316,6945,Burleson County,TX
3785,14595,19046,Burnet County,TX
4663,6516,11709,Caldwell County,TX
2118,4638,6957,Calhoun County,TX
568,4858,5556,Callahan County,TX
59319,29432,91804,Cameron County,TX
1260,3201,4542,Camp County,TX
249,2617,2945,Carson County,TX
2250,9182,11606,Cass County,TX
526,1413,1996,Castro County,TX
2939,13278,16661,Chambers County,TX
3466,12896,16701,Cherokee County,TX
253,1802,2084,Childress County,TX
536,4376,5011,Clay County,TX
190,679,901,Cochran County,TX
140,1265,1423,Coke County,TX
387,3177,3635,Coleman County,TX
139837,200395,356545,Collin County,TX
145,983,1154,Collingsworth County,TX
1977,6323,8480,Colorado County,TX
14166,44996,61567,Comal County,TX
788,4300,5208,Comanche County,TX
148,885,1067,Concho County,TX
2345,13174,15894,Cooke County,TX
5057,12212,18127,Coryell County,TX
84,486,583,Cottle County,TX
299,1047,1381,Crane County,TX
372,980,1395,Crockett County,TX
468,1180,1712,Crosby County,TX
454,280,762,Culberson County,TX
222,1258,1535,Dallam County,TX
458845,261865,750649,Dallas County,TX
835,2636,3562,Dawson County,TX
1185,2911,4201,Deaf Smith County,TX
400,1836,2279,Delta County,TX
110000,169175,293287,Denton County,TX
1161,5510,6822,DeWitt County,TX
128,755,909,Dickens County,TX
2173,974,3225,Dimmit County,TX
190,1225,1460,Donley County,TX
2783,1316,4159,Duval County,TX
776,6008,6935,Eastland County,TX
10225,24976,36373,Ector County,TX
302,741,1065,Edwards County,TX
16197,44807,63064,Ellis County,TX
145509,54567,210458,El Paso County,TX
2159,11205,13810,Erath County,TX
1682,3438,5232,Falls County,TX
2123,9536,11972,Fannin County,TX
2127,8648,11029,Fayette County,TX
403,1265,1722,Fisher County,TX
435,1473,1958,Floyd County,TX
113,383,511,Foard County,TX
134475,117212,260367,Fort Bend County,TX
665,3583,4356,Franklin County,TX
1461,5995,7608,Freestone County,TX
1401,1232,2683,Frio County,TX
597,3907,4609,Gaines County,TX
45503,73566,123994,Galveston County,TX
224,1223,1475,Garza County,TX
2286,10445,13123,Gillespie County,TX
34,553,602,Glasscock County,TX
973,2618,3713,Goliad County,TX
1567,4580,6304,Gonzales County,TX
699,6495,7360,Gray County,TX
10276,35274,47068,Grayson County,TX
11623,28693,41365,Gregg County,TX
2194,7065,9528,Grimes County,TX
18308,36495,57220,Guadalupe County,TX
2090,6347,8802,Hale County,TX
164,891,1089,Hall County,TX
479,3056,3609,Hamilton County,TX
171,1730,1947,Hansford County,TX
249,1207,1511,Hardeman County,TX
2779,19600,22768,Hardin County,TX
706471,544960,1302887,Harris County,TX
7130,18712,26364,Harrison County,TX
172,1727,1945,Hartley County,TX
314,1403,1765,Haskell County,TX
33117,33730,71524,Hays County,TX
181,1460,1687,Hemphill County,TX
5649,23574,29855,Henderson County,TX
118739,48608,172990,Hidalgo County,TX
2535,10075,12906,Hill County,TX
1257,5793,7282,Hockley County,TX
4001,21367,26120,Hood County,TX
2508,10704,13476,Hopkins County,TX
1978,6205,8302,Houston County,TX
1768,6635,8692,Howard County,TX
324,503,871,Hudspeth County,TX
6301,23866,31185,Hunt County,TX
854,7039,8126,Hutchinson County,TX
90,660,760,Irion County,TX
314,2973,3339,Jack County,TX
904,4266,5275,Jackson County,TX
2582,10578,13351,Jasper County,TX
422,694,1175,Jeff Davis County,TX
42404,42828,87363,Jefferson County,TX
1635,430,2119,Jim Hogg County,TX
6688,5411,12346,Jim Wells County,TX
10976,44370,57270,Johnson County,TX
935,4815,5932,Jones County,TX
1144,2959,4185,Karnes County,TX
10265,29537,40979,Kaufman County,TX
3633,15663,19936,Kendall County,TX
99,84,186,Kenedy County,TX
59,360,433,Kent County,TX
4665,17658,23090,Kerr County,TX
206,1697,1945,Kimble County,TX
5,149,159,King County,TX
457,936,1424,Kinney County,TX
4713,4364,9483,Kleberg County,TX
247,1078,1358,Knox County,TX
3579,14546,18537,Lamar County,TX
770,3040,3905,Lamb County,TX
1479,6371,8149,Lampasas County,TX
1125,870,2049,La Salle County,TX
1170,7339,8633,Lavaca County,TX
1372,4996,6522,Lee County,TX
909,6391,7407,Leon County,TX
4851,18856,24155,Liberty County,TX
1748,5747,7648,Limestone County,TX
135,1159,1322,Lipscomb County,TX
739,3450,4267,Live Oak County,TX
1825,8283,10377,Llano County,TX
4,57,64,Loving County,TX
27956,65566,98060,Lubbock County,TX
403,1546,1997,Lynn County,TX
881,3349,4283,Madison County,TX
1156,2968,4206,Marion County,TX
266,1453,1755,Martin County,TX
353,1656,2053,Mason County,TX
3357,8147,11779,Matagorda County,TX
10397,2816,13588,Maverick County,TX
480,2546,3086,McCulloch County,TX
27046,48245,78255,McLennan County,TX
40,454,497,McMullen County,TX
4624,12054,17187,Medina County,TX
153,681,860,Menard County,TX
9993,36896,48753,Midland County,TX
2042,6340,8607,Milam County,TX
242,1949,2238,Mills County,TX
353,1780,2190,Mitchell County,TX
885,7526,8604,Montague County,TX
45744,150188,203083,Montgomery County,TX
1096,3974,5262,Moore County,TX
1425,3443,4964,Morris County,TX
40,571,620,Motley County,TX
6822,14751,22430,Nacogdoches County,TX
3998,11984,16382,Navarro County,TX
978,2961,4010,Newton County,TX
1029,3551,4744,Nolan County,TX
49102,50704,103958,Nueces County,TX
274,2628,2981,Ochiltree County,TX
78,850,945,Oldham County,TX
5716,25385,31761,Orange County,TX
1700,8222,10175,Palo Pinto County,TX
1835,8445,10413,Panola County,TX
8329,46433,56413,Parker County,TX
848,1911,2818,Parmer County,TX
1551,2463,4167,Pecos County,TX
7123,26587,34444,Polk County,TX
7620,19499,28330,Potter County,TX
1458,652,2203,Presidio County,TX
619,3919,4630,Rains County,TX
8340,43379,53813,Randall County,TX
167,709,900,Reagan County,TX
262,1382,1678,Real County,TX
1148,3924,5147,Red River County,TX
1659,1417,3184,Reeves County,TX
1034,1830,2945,Refugio County,TX
20,524,550,Roberts County,TX
2203,4665,7010,Robertson County,TX
9633,28396,39529,Rockwall County,TX
452,3241,3765,Runnels County,TX
3935,14675,18994,Rusk County,TX
614,3992,4642,Sabine County,TX
907,2620,3563,San Augustine County,TX
2034,8050,10305,San Jacinto County,TX
7825,13004,21513,San Patricio County,TX
293,2025,2354,San Saba County,TX
209,819,1054,Schleicher County,TX
733,4403,5261,Scurry County,TX
103,1378,1502,Shackelford County,TX
1757,7171,9072,Shelby County,TX
96,807,933,Sherman County,TX
22128,58631,83161,Smith County,TX
540,3206,3876,Somervell County,TX
9246,2218,11691,Starr County,TX
348,3033,3453,Stephens County,TX
70,549,633,Sterling County,TX
135,555,701,Stonewall County,TX
313,1075,1415,Sutton County,TX
462,1671,2190,Swisher County,TX
288001,345683,662832,Tarrant County,TX
10047,33172,45266,Taylor County,TX
140,287,437,Terrell County,TX
424,1295,1763,Terry County,TX
84,715,808,Throckmorton County,TX
2538,6405,9176,Titus County,TX
9117,27376,38104,Tom Green County,TX
306475,126750,462511,Travis County,TX
1154,4737,5982,Trinity County,TX
1243,6601,7969,Tyler County,TX
2378,13198,15918,Upshur County,TX
284,961,1296,Upton County,TX
3863,4828,8936,Uvalde County,TX
6920,5856,13476,Val Verde County,TX
2792,18436,21689,Van Zandt County,TX
8843,21253,31032,Victoria County,TX
6085,12878,19683,Walker County,TX
5744,10525,16715,Waller County,TX
780,2541,3413,Ward County,TX
3381,10944,14747,Washington County,TX
42297,12946,56867,Webb County,TX
4238,10149,14707,Wharton County,TX
194,2087,2306,Wheeler County,TX
8752,27609,37913,Wichita County,TX
807,3166,4101,Wilbarger County,TX
3416,1541,5082,Willacy County,TX
84252,104029,200524,Williamson County,TX
4790,13991,19255,Wilson County,TX
420,1403,1873,Winkler County,TX
3412,20655,24661,Wise County,TX
2624,15681,18646,Wood County,TX
426,1797,2299,Yoakum County,TX
873,6587,7658,Young County,TX
2056,1028,3134,Zapata County,TX
2633,692,3390,Zavala County,TX
264,1838,2490,Beaver County,UT
1814,10324,16548,Box Elder County,UT
6705,16643,35879,Cache County,UT
1696,5182,7818,Carbon County,UT
76,327,465,Daggett County,UT
22575,46985,104661,Davis County,UT
500,5505,6932,Duchesne County,UT
379,3402,4263,Emery County,UT
352,1577,2294,Garfield County,UT
1932,1934,4456,Grand County,UT
2104,10025,15354,Iron County,UT
436,2759,4076,Juab County,UT
739,2248,3482,Kane County,UT
431,3860,5234,Millard County,UT
572,3156,5136,Morgan County,UT
31,537,617,Piute County,UT
104,786,1096,Rich County,UT
154831,117901,361347,Salt Lake County,UT
1997,2635,5385,San Juan County,UT
1026,6436,9778,Sanpete County,UT
673,6455,8308,Sevier County,UT
10251,7160,20133,Summit County,UT
4015,9693,18905,Tooele County,UT
1002,9876,12883,Uintah County,UT
24579,89755,174942,Utah County,UT
3063,6115,12120,Wasatch County,UT
9583,39566,57494,Washington County,UT
271,959,1410,Wayne County,UT
22187,38447,81451,Weber County,UT
6737,8582,15755,Accomack County,VA
33297,19232,56134,Albemarle County,VA
57147,13241,74384,Alexandria city,VA
2165,4873,7306,Alleghany County,VA
2150,4704,7035,Amelia County,VA
4986,9643,15164,Amherst County,VA
2023,5714,7954,Appomattox County,VA
91879,20155,119344,Arlington County,VA
8108,26152,36661,Augusta County,VA
603,1548,2243,Bath County,VA
9733,30578,42186,Bedford County,VA
453,2572,3124,Bland County,VA
4492,13369,18641,Botetourt County,VA
1832,4884,6966,Bristol city,VA
4473,3045,7645,Brunswick County,VA
1721,7292,9220,Buchanan County,VA
3128,3969,7284,Buckingham County,VA
693,1432,2395,Buena Vista city,VA
6597,19442,27218,Campbell County,VA
6425,7143,14189,Caroline County,VA
2557,10653,13587,Carroll County,VA
2244,1381,3745,Charles City County,VA
2153,3479,5792,Charlotte County,VA
17865,2951,22211,Charlottesville city,VA
52554,53988,111827,Chesapeake city,VA
80993,84938,175288,Chesterfield County,VA
3047,4657,8131,Clarke County,VA
2367,5681,8427,Colonial Heights city,VA
914,1349,2369,Covington city,VA
541,2139,2784,Craig County,VA
7744,13341,22087,Culpeper County,VA
2032,2693,4875,Cumberland County,VA
11051,7306,18862,Danville city,VA
1335,4932,6405,Dickenson County,VA
5765,7447,13533,Dinwiddie County,VA
1531,792,2367,Emporia city,VA
2541,2657,5354,Essex County,VA
354485,157837,542858,Fairfax County,VA
7363,3695,11854,Fairfax city,VA
5810,1323,7667,Falls Church city,VA
12960,22110,37124,Fauquier County,VA
2300,5289,7972,Floyd County,VA
5751,7018,13492,Fluvanna County,VA
7254,18560,26805,Franklin County,VA
2516,1421,4040,Franklin city,VA
11920,26069,40133,Frederick County,VA
6690,3731,11135,Fredericksburg city,VA
680,1603,2363,Galax city,VA
1949,5930,8196,Giles County,VA
5399,13087,19524,Gloucester County,VA
4884,8374,13930,Goochland County,VA
1407,5593,7258,Grayson County,VA
2923,5943,9503,Greene County,VA
2558,1737,4363,Greensville County,VA
6890,9698,16946,Halifax County,VA
41030,17802,61489,Hampton city,VA
19360,39592,62313,Hanover County,VA
10100,6232,17693,Harrisonburg city,VA
93615,59674,161966,Henrico County,VA
8199,15207,24029,Henry County,VA
371,958,1391,Highland County,VA
4722,3885,8968,Hopewell city,VA
7673,11971,20481,Isle of Wight County,VA
19091,21284,42737,James City County,VA
1451,2059,3615,King and Queen County,VA
4002,7338,11967,King George County,VA
2752,5963,9088,King William County,VA
2862,3520,6599,Lancaster County,VA
1627,7542,9353,Lee County,VA
1514,766,2448,Lexington city,VA
99909,69633,180265,Loudoun County,VA
6208,10507,17507,Louisa County,VA
2226,3206,5577,Lunenburg County,VA
14787,17979,35349,Lynchburg city,VA
2202,4418,6934,Madison County,VA
8395,5934,15210,Manassas city,VA
3218,1732,5214,Manassas Park city,VA
3531,2149,5873,Martinsville city,VA
1563,3515,5292,Mathews County,VA
6571,8283,15177,Mecklenburg County,VA
2107,3668,5994,Middlesex County,VA
20015,19455,42695,Montgomery County,VA
3677,4150,8247,Nelson County,VA
3545,8117,12163,New Kent County,VA
40997,23650,68432,Newport News city,VA
51429,19875,75172,Norfolk city,VA
3255,2686,6134,Northampton County,VA
2830,5089,8176,Northumberland County,VA
383,1021,1456,Norton city,VA
2829,3712,6717,Nottoway County,VA
5955,10511,17157,Orange County,VA
2514,7824,10663,Page County,VA
1768,6454,8489,Patrick County,VA
12005,1448,13717,Petersburg city,VA
9195,21742,31687,Pittsylvania County,VA
1599,5089,7114,Poquoson city,VA
28462,12773,43000,Portsmouth city,VA
4057,11875,16794,Powhatan County,VA
4590,4099,9113,Prince Edward County,VA
6419,9157,16140,Prince George County,VA
83093,54065,144854,Prince William County,VA
4170,10314,15112,Pulaski County,VA
2923,2637,6032,Radford city,VA
1741,2532,4444,Rappahannock County,VA
1347,2213,3651,Richmond County,VA
74640,14254,94724,Richmond city,VA
16787,30857,50149,Roanoke County,VA
23403,16045,41728,Roanoke city,VA
3506,6671,10685,Rockbridge County,VA
9361,25269,36536,Rockingham County,VA
2328,9516,12195,Russell County,VA
4212,7225,12129,Salem city,VA
1579,8242,10055,Scott County,VA
5269,14078,20335,Shenandoah County,VA
2661,9747,12825,Smyth County,VA
3595,5035,8872,Southampton County,VA
24204,34619,62083,Spotsylvania County,VA
27879,33840,65350,Stafford County,VA
5329,5129,11144,Staunton city,VA
23012,17206,41929,Suffolk city,VA
2069,1785,3976,Surry County,VA
2874,2055,5036,Sussex County,VA
2895,15160,18495,Tazewell County,VA
76744,84389,171876,Virginia Beach city,VA
5165,11762,17791,Warren County,VA
5548,19309,25715,Washington County,VA
3762,4798,9114,Waynesboro city,VA
3723,4331,8291,Westmoreland County,VA
5199,1921,7534,Williamsburg city,VA
5161,4786,10574,Winchester city,VA
2687,11983,14991,Wise County,VA
2765,10044,13250,Wythe County,VA
12989,18823,34062,York County,VA
11217,5297,17592,Addison County,VT
9539,5925,16345,Bennington County,VT
6445,5533,12966,Caledonia County,VT
54463,18298,77263,Chittenden County,VT
1019,1506,2706,Essex County,VT
9351,8752,19373,Franklin County,VT
2094,1487,3778,Grand Isle County,VT
7241,3570,11641,Lamoille County,VT
7522,4997,13464,Orange County,VT
5181,5158,10988,Orleans County,VT
13629,12471,27660,Rutland County,VT
18594,7993,28654,Washington County,VT
14340,5462,21151,Windham County,VT
17544,8604,27832,Windsor County,VT
1118,2740,4081,Adams County,WA
3118,5712,9684,Asotin County,WA
25173,45594,76907,Benton County,WA
10770,15070,27415,Chelan County,WA
15154,15685,32985,Clallam County,WA
90697,90590,195784,Clark County,WA
523,1491,2171,Columbia County,WA
17842,24066,45485,Cowlitz County,WA
3600,7208,11467,Douglas County,WA
1091,2178,3560,Ferry County,WA
7839,11358,20584,Franklin County,WA
276,841,1232,Garfield County,WA
7768,18482,28260,Grant County,WA
11378,13269,26736,Grays Harbor County,WA
20766,18259,42425,Island County,WA
12556,5986,20100,Jefferson County,WA
657149,197781,910823,King County,WA
60561,46762,118625,Kitsap County,WA
7190,9845,18334,Kittitas County,WA
3781,5390,9859,Klickitat County,WA
7236,16273,24995,Lewis County,WA
1238,4095,5692,Lincoln County,WA
11872,13539,27767,Mason County,WA
3980,6305,10893,Okanogan County,WA
4597,5338,10667,Pacific County,WA
1932,4364,6788,Pend Oreille County,WA
160306,136046,322592,Pierce County,WA
7053,2651,10589,San Juan County,WA
26076,24330,54831,Skagit County,WA
2207,2910,5587,Skamania County,WA
167943,116433,309496,Snohomish County,WA
86590,103846,208081,Spokane County,WA
4348,11059,16438,Stevens County,WA
65015,46219,122301,Thurston County,WA
824,1328,2333,Wahkiakum County,WA
7550,10775,19718,Walla Walla County,WA
59402,40247,108223,Whatcom County,WA
5521,5462,12128,Whitman County,WA
28484,39593,72306,Yakima County,WA
3780,5983,10107,Adams County,WI
4136,3428,7926,Ashland County,WI
7881,13595,22514,Barron County,WI
4953,4125,9491,Bayfield County,WI
53358,67192,127497,Brown County,WI
2531,4049,6921,Buffalo County,WI
2948,5412,8719,Burnett County,WI
9634,15345,26429,Calumet County,WI
11875,17912,31471,Chippewa County,WI
4225,8645,13548,Clark County,WI
13525,14160,29287,Columbia County,WI
3426,3844,7678,Crawford County,WI
217506,71270,304729,Dane County,WI
13968,26643,42818,Dodge County,WI
8026,8584,17398,Door County,WI
11342,9657,22185,Douglas County,WI
9025,11487,22029,Dunn County,WI
27271,23301,54080,Eau Claire County,WI
666,1897,2651,Florence County,WI
17391,31044,51094,Fond du Lac County,WI
1583,2787,4507,Forest County,WI
10047,12347,24051,Grant County,WI
9121,8693,18791,Green County,WI
2700,6210,9315,Green Lake County,WI
6669,4809,12123,Iowa County,WI
1273,2090,3477,Iron County,WI
3821,4907,9202,Jackson County,WI
16559,23409,42324,Jefferson County,WI
4100,7188,11736,Juneau County,WI
35770,36025,75825,Kenosha County,WI
3623,6616,10742,Kewaunee County,WI
32402,26384,62785,La Crosse County,WI
3288,3977,7602,Lafayette County,WI
3260,6436,10093,Langlade County,WI
5370,8400,14563,Lincoln County,WI
14563,23234,39991,Manitowoc County,WI
26476,39010,68849,Marathon County,WI
6243,12995,19979,Marinette County,WI
2808,4712,7813,Marquette County,WI
1003,269,1279,Menominee County,WI
288986,126091,434970,Milwaukee County,WI
7047,11442,19554,Monroe County,WI
5886,13255,19924,Oconto County,WI
8103,11677,20837,Oneida County,WI
38117,51579,95162,Outagamie County,WI
20167,30458,53368,Ozaukee County,WI
1345,2228,3746,Pepin County,WI
8380,11260,21089,Pierce County,WI
7568,13864,22691,Polk County,WI
18524,17310,38123,Portage County,WI
2671,4562,7560,Price County,WI
42506,46620,93678,Racine County,WI
3577,4021,7962,Richland County,WI
39336,31483,75043,Rock County,WI
2171,4564,7029,Rusk County,WI
16050,15871,33848,Sauk County,WI
2846,4625,7767,Sawyer County,WI
6056,12742,19697,Shawano County,WI
22636,32368,58290,Sheboygan County,WI
17496,26123,46819,St. Croix County,WI
2398,6589,9417,Taylor County,WI
5645,7370,13581,Trempealeau County,WI
6351,6994,14193,Vernon County,WI
4769,8169,13453,Vilas County,WI
18706,28848,50570,Walworth County,WI
3283,5404,9059,Washburn County,WI
20854,51729,76246,Washington County,WI
79199,145519,236269,Waukesha County,WI
8303,16013,25491,Waupaca County,WI
3802,7669,11961,Waushara County,WI
37054,43447,85892,Winnebago County,WI
14232,21502,37712,Wood County,WI
1213,4509,6024,Barbour County,WV
12287,28210,42770,Berkeley County,WV
1783,6483,8654,Boone County,WV
1315,3516,5063,Braxton County,WV
2549,6574,9540,Brooke County,WV
11306,19648,32701,Cabell County,WV
456,2023,2604,Calhoun County,WV
566,2289,2958,Clay County,WV
360,2347,2826,Doddridge County,WV
4246,10263,15187,Fayette County,WV
537,1889,2528,Gilmer County,WV
510,4338,4945,Grant County,WV
3743,9499,13984,Greenbrier County,WV
1576,6646,8557,Hampshire County,WV
3247,8870,12642,Hancock County,WV
1249,4544,6022,Hardy County,WV
7675,18687,27868,Harrison County,WV
2648,8959,12108,Jackson County,WV
9458,13144,24007,Jefferson County,WV
27985,43464,74996,Kanawha County,WV
1336,5245,6885,Lewis County,WV
1435,5257,6988,Lincoln County,WV
2082,9866,12315,Logan County,WV
6926,14592,22910,Marion County,WV
2894,9565,13083,Marshall County,WV
2069,7597,10115,Mason County,WV
1429,4614,6179,McDowell County,WV
4689,17362,22919,Mercer County,WV
2019,8957,11410,Mineral County,WV
1365,7876,9469,Mingo County,WV
14568,18278,35733,Monongalia County,WV
1089,4337,5670,Monroe County,WV
1568,5718,7635,Morgan County,WV
1821,7169,9385,Nicholas County,WV
5452,11077,17819,Ohio County,WV
726,2388,3212,Pendleton County,WV
620,2342,3130,Pleasants County,WV
924,2474,3619,Pocahontas County,WV
2462,9501,12611,Preston County,WV
5784,17455,24443,Putnam County,WV
6362,21835,29311,Raleigh County,WV
2724,7583,10816,Randolph County,WV
490,3376,4040,Ritchie County,WV
1220,3772,5234,Roane County,WV
1186,3444,4847,Summers County,WV
1483,4701,6498,Taylor County,WV
750,2557,3464,Tucker County,WV
505,2967,3621,Tyler County,WV
1763,6971,9180,Upshur County,WV
3334,11077,15080,Wayne County,WV
554,2284,2955,Webster County,WV
1348,4461,6191,Wetzel County,WV
383,1903,2410,Wirt County,WV
8327,25168,35256,Wood County,WV
1061,6527,7809,Wyoming County,WV
6888,7601,16420,Albany County,WY
594,4067,5079,Big Horn County,WY
1324,15778,17935,Campbell County,WY
1279,4409,6200,Carbon County,WY
668,5520,6552,Converse County,WY
271,3347,3771,Crook County,WY
4200,11167,16543,Fremont County,WY
924,4418,5708,Goshen County,WY
400,1939,2535,Hot Springs County,WY
638,3477,4349,Johnson County,WY
11572,24844,39945,Laramie County,WY
1105,6779,8398,Lincoln County,WY
6573,23523,32493,Natrona County,WY
115,1116,1297,Niobrara County,WY
2535,11115,14634,Park County,WY
719,3437,4460,Platte County,WY
2926,10266,14187,Sheridan County,WY
644,3409,4297,Sublette County,WY
3233,12153,16661,Sweetwater County,WY
7313,3920,12176,Teton County,WY
1202,6154,8053,Uinta County,WY
532,2911,3715,Washakie County,WY
294,2898,3334,Weston County,WY
