Hillary,Trump,total,county_name,state_abbreviation
3758,9697,14135,Cass County,IN
18791,30012,51104,Clark County,IN
2306,8528,11259,Clay County,IN
2819,8530,11896,Clinton County,IN
1323,3013,4591,Crawford County,IN
1800,8545,10736,Daviess County,IN
4883,18110,23910,Dearborn County,IN
2121,8488,11095,Decatur County,IN
3941,12054,16816,DeKalb County,IN
18100,24217,44699,Delaware County,IN
5389,13365,19917,Dubois County,IN
20667,41810,65187,Elkhart County,IN
2252,6839,9530,Fayette County,IN
13939,21427,37225,Floyd County,IN
1476,5661,7474,Fountain County,IN
1967,8665,10990,Franklin County,IN
1960,6010,8374,Fulton County,IN
3720,11079,15472,Gibson County,IN
7029,17009,25239,Grant County,IN
2929,10275,13763,Greene County,IN
57214,87299,153630,Hamilton County,IN
8901,25050,36027,Hancock County,IN
4776,12993,18528,Harrison County,IN
22595,48326,75258,Hendricks County,IN
5124,13895,20075,Henry County,IN
11215,23675,36754,Howard County,IN
3506,11649,15974,Huntington County,IN
3843,12857,17532,Jackson County,IN
3329,9382,13331,Jasper County,IN
1889,5697,7962,Jay County,IN
4325,8538,13461,Jefferson County,IN
2364,8222,11115,Jennings County,IN
17318,45456,66229,Johnson County,IN
3772,11077,15483,Knox County,IN
6311,23909,31907,Kosciusko County,IN
2080,7025,9552,LaGrange County,IN
116896,75565,200247,Lake County,IN
19795,22678,44994,LaPorte County,IN
4210,14034,19076,Lawrence County,IN
18595,32376,53660,Madison County,IN
212676,130228,361070,Marion County,IN
4798,12286,18008,Marshall County,IN
881,3695,4807,Martin County,IN
2766,9975,13440,Miami County,IN
34183,20527,57623,Monroe County,IN
3362,11051,15101,Montgomery County,IN
6037,23671,31180,Morgan County,IN
1403,4074,5791,Newton County,IN
3904,12198,16890,Noble County,IN
686,2118,2917,Ohio County,IN
2048,5800,8189,Orange County,IN
1946,6151,8520,Owen County,IN
1441,4863,6576,Parke County,IN
3062,4556,8025,Perry County,IN
1297,4398,5977,Pike County,IN
33531,38719,76492,Porter County,IN
3515,8393,12448,Posey County,IN
1327,3854,5437,Pulaski County,IN
3356,10637,14680,Putnam County,IN
2446,7515,10456,Randolph County,IN
2471,9806,12790,Ripley County,IN
1525,5292,7214,Rush County,IN
2642,6074,9060,Scott County,IN
4247,12718,17935,Shelby County,IN
2861,6572,9959,Spencer County,IN
52247,52019,109452,St. Joseph County,IN
2489,6367,9226,Starke County,IN
3741,10127,14530,Steuben County,IN
2113,6138,8559,Sullivan County,IN
930,2558,3639,Switzerland County,IN
27207,30711,61916,Tippecanoe County,IN
1587,5589,7510,Tipton County,IN
715,2445,3286,Union County,IN
28296,40422,71957,Vanderburgh County,IN
2081,4511,6913,Vermillion County,IN
15922,21924,39569,Vigo County,IN
3018,9819,13415,Wabash County,IN
839,2896,3919,Warren County,IN
9086,19133,29609,Warrick County,IN
2636,8206,11333,Washington County,IN
8322,16028,25575,Wayne County,IN
2585,9999,13123,Wells County,IN
2563,6813,9902,White County,IN
3379,11357,15535,Whitley County,IN
1398,3575,5314,Allen County,KS
665,2386,3277,Anderson County,KS
1946,3977,6393,Atchison County,KS
281,1822,2209,Barber County,KS
1823,7766,10088,Barton County,KS
1306,4314,5918,Bourbon County,KS
850,2861,3960,Brown County,KS
6489,18781,27051,Butler County,KS
313,964,1342,Chase County,KS
236,1552,1845,Chautauqua County,KS
1959,6017,8386,Cherokee County,KS
188,1172,1409,Cheyenne County,KS
118,813,983,Clark County,KS
665,2831,3727,Clay County,KS
744,2856,3831,Cloud County,KS
719,2990,3962,Coffey County,KS
102,705,857,Comanche County,KS
3436,8016,12171,Cowley County,KS
5064,8394,14404,Crawford County,KS
178,1220,1460,Decatur County,KS
1582,5905,8008,Dickinson County,KS
584,2601,3366,Doniphan County,KS
30089,14308,48231,Douglas County,KS
208,1033,1308,Edwards County,KS
160,1048,1259,Elk County,KS
2669,8311,11660,Ellis County,KS
515,1933,2626,Ellsworth County,KS
3006,6155,9731,Finney County,KS
2032,4994,7425,Ford County,KS
2829,7025,10658,Franklin County,KS
2569,4116,7129,Geary County,KS
149,1127,1328,Gove County,KS
185,1013,1265,Graham County,KS
427,1755,2311,Grant County,KS
257,1651,2011,Gray County,KS
83,523,639,Greeley County,KS
484,2146,2811,Greenwood County,KS
114,690,847,Hamilton County,KS
388,1950,2513,Harper County,KS
5006,8503,14540,Harvey County,KS
228,1011,1300,Haskell County,KS
124,845,1006,Hodgeman County,KS
1489,3888,5727,Jackson County,KS
2483,5112,8151,Jefferson County,KS
180,1204,1483,Jewell County,KS
126324,133907,279753,Johnson County,KS
224,1048,1325,Kearny County,KS
594,2507,3281,Kingman County,KS
111,855,1023,Kiowa County,KS
2234,5232,7919,Labette County,KS
104,684,831,Lane County,KS
10064,17387,29676,Leavenworth County,KS
214,1168,1448,Lincoln County,KS
721,3377,4279,Linn County,KS
149,1124,1348,Logan County,KS
4456,6354,11745,Lyon County,KS
1177,3928,5465,Marion County,KS
1060,3250,4578,Marshall County,KS
3183,8407,12443,McPherson County,KS
206,1390,1675,Meade County,KS
3949,9839,14712,Miami County,KS
469,2216,2824,Mitchell County,KS
2557,8466,11623,Montgomery County,KS
586,1790,2568,Morris County,KS
145,970,1160,Morton County,KS
714,4066,5025,Nemaha County,KS
1464,4340,6151,Neosho County,KS
160,1216,1435,Ness County,KS
277,1808,2190,Norton County,KS
1730,4713,6894,Osage County,KS
231,1437,1753,Osborne County,KS
424,2261,2866,Ottawa County,KS
567,1872,2602,Pawnee County,KS
296,2200,2611,Phillips County,KS
2191,7451,10359,Pottawatomie County,KS
769,2824,3806,Pratt County,KS
160,1209,1448,Rawlins County,KS
6670,15100,23448,Reno County,KS
370,1993,2484,Republic County,KS
668,2652,3567,Rice County,KS
8892,9817,20475,Riley County,KS
273,1999,2378,Rooks County,KS
227,1177,1474,Rush County,KS
454,2544,3148,Russell County,KS
6084,13367,21206,Saline County,KS
232,1832,2159,Scott County,KS
66716,101319,180750,Sedgwick County,KS
1491,3025,4743,Seward County,KS
33270,35349,73648,Shawnee County,KS
126,1186,1362,Sheridan County,KS
340,2043,2537,Sherman County,KS
295,1635,2014,Smith County,KS
303,1485,1884,Stafford County,KS
132,580,742,Stanton County,KS
215,1564,1853,Stevens County,KS
2039,6844,9494,Sumner County,KS
467,2832,3483,Thomas County,KS
193,1211,1459,Trego County,KS
773,2358,3340,Wabaunsee County,KS
45,711,779,Wallace County,KS
378,2136,2677,Washington County,KS
139,765,934,Wichita County,KS
550,2747,3482,Wilson County,KS
270,1063,1420,Woodson County,KS
29346,15520,47467,Wyandotte County,KS
1323,6637,8228,Adair County,KY
1349,6466,8085,Allen County,KY
2634,8242,11414,Anderson County,KY
816,3161,4097,Ballard County,KY
4275,13483,18473,Barren County,KY
1361,3082,4577,Bath County,KY
1720,7764,9714,Bell County,KY
15026,39082,57550,Boone County,KY
2791,5569,8791,Bourbon County,KY
6021,13591,20443,Boyd County,KY
4281,8040,12928,Boyle County,KY
705,2711,3522,Bracken County,KY
1537,3991,5728,Breathitt County,KY
1960,6484,8765,Breckinridge County,KY
8255,26210,36036,Bullitt County,KY
947,4428,5575,Butler County,KY
1260,4507,5972,Caldwell County,KY
4749,10367,16039,Calloway County,KY
14658,25050,42471,Campbell County,KY
432,2094,2599,Carlisle County,KY
1106,2588,3851,Carroll County,KY
2276,7587,10267,Carter County,KY
767,5482,6438,Casey County,KY
7188,14108,22069,Christian County,KY
4706,10710,16193,Clark County,KY
752,5861,6762,Clay County,KY
547,3809,4454,Clinton County,KY
617,3290,4036,Crittenden County,KY
459,2502,3061,Cumberland County,KY
14163,28907,45752,Daviess County,KY
979,4135,5239,Edmonson County,KY
740,2000,2847,Elliott County,KY
1108,4236,5538,Estill County,KY
69776,56890,136112,Fayette County,KY
1348,4722,6250,Fleming County,KY
4015,11993,16521,Floyd County,KY
10717,11819,23840,Franklin County,KY
774,1549,2381,Fulton County,KY
749,2443,3334,Gallatin County,KY
1453,5904,7613,Garrard County,KY
1910,7268,9551,Grant County,KY
3308,12671,16582,Graves County,KY
1959,8219,10564,Grayson County,KY
832,4372,5331,Green County,KY
4146,11546,16265,Greenup County,KY
1244,2788,4292,Hancock County,KY
13944,26970,43113,Hardin County,KY
1372,9129,10744,Harlan County,KY
2031,5435,7774,Harrison County,KY
1730,5320,7261,Hart County,KY
6707,12159,19692,Henderson County,KY
1828,4944,7142,Henry County,KY
449,1657,2157,Hickman County,KY
4310,15277,20325,Hopkins County,KY
482,4889,5497,Jackson County,KY
190824,143758,352778,Jefferson County,KY
6144,15474,23292,Jessamine County,KY
1250,8043,9560,Johnson County,KY
24213,42958,71905,Kenton County,KY
1245,4357,5756,Knott County,KY
1761,9885,12001,Knox County,KY
1278,4799,6359,Larue County,KY
3440,20592,24811,Laurel County,KY
1045,4816,6037,Lawrence County,KY
444,2151,2663,Lee County,KY
400,4015,4487,Leslie County,KY
1542,7293,9131,Letcher County,KY
785,4363,5293,Lewis County,KY
1865,7338,9555,Lincoln County,KY
887,3570,4642,Livingston County,KY
2755,7778,10896,Logan County,KY
1045,2789,3959,Lyon County,KY
11793,23431,37318,Madison County,KY
1172,3824,5113,Magoffin County,KY
2679,5122,8108,Marion County,KY
3672,12322,16678,Marshall County,KY
363,3503,3951,Martin County,KY
1970,4944,7212,Mason County,KY
9134,20774,31284,McCracken County,KY
664,5012,5772,McCreary County,KY
988,3381,4565,McLean County,KY
3026,8660,12223,Meade County,KY
700,2010,2779,Menifee County,KY
2395,7740,10579,Mercer County,KY
976,3491,4616,Metcalfe County,KY
601,4278,4991,Monroe County,KY
3158,7856,11437,Montgomery County,KY
1006,3628,4766,Morgan County,KY
3272,9393,13046,Muhlenberg County,KY
6434,13430,20761,Nelson County,KY
787,1957,2837,Nicholas County,KY
2080,7942,10398,Ohio County,KY
10268,20469,32838,Oldham County,KY
1062,3745,4997,Owen County,KY
256,1474,1757,Owsley County,KY
1164,4604,6006,Pendleton County,KY
2136,8158,10566,Perry County,KY
4277,19740,24637,Pike County,KY
1272,3513,4952,Powell County,KY
4208,22900,28015,Pulaski County,KY
222,759,1013,Robertson County,KY
915,5609,6686,Rockcastle County,KY
3295,5174,8829,Rowan County,KY
1093,6863,8171,Russell County,KY
7713,15052,24159,Scott County,KY
6276,13196,20563,Shelby County,KY
2144,5077,7524,Simpson County,KY
1921,7196,9509,Spencer County,KY
2553,8320,11301,Taylor County,KY
1042,3612,4771,Todd County,KY
1587,4928,6740,Trigg County,KY
879,2771,3786,Trimble County,KY
1331,4701,6209,Union County,KY
16966,28673,48416,Warren County,KY
1420,4013,5621,Washington County,KY
1431,6370,7988,Wayne County,KY
1240,4397,5804,Webster County,KY
2067,11312,13765,Whitley County,KY
753,1804,2634,Wolfe County,KY
4958,7697,13547,Woodford County,KY
5638,21159,27386,Acadia Parish,LA
2106,6867,9245,Allen Parish,LA
16471,36135,54663,Ascension Parish,LA
3931,6714,10904,Assumption Parish,LA
5032,11163,16581,Avoyelles Parish,LA
2393,12238,15078,Beauregard Parish,LA
3129,3756,7005,Bienville Parish,LA
12638,35451,49818,Bossier Parish,LA
53448,48977,105737,Caddo Parish,LA
26293,54182,83773,Calcasieu Parish,LA
788,3822,4692,Caldwell Parish,LA
323,3256,3692,Cameron Parish,LA
1322,3479,4856,Catahoula Parish,LA
2717,3585,6421,Claiborne Parish,LA
3272,5474,8869,Concordia Parish,LA
5163,8067,13497,De Soto Parish,LA
102711,84620,196332,East Baton Rouge Parish,LA
1838,1059,2939,East Carroll Parish,LA
4235,5569,10042,East Feliciana Parish,LA
4208,10357,14879,Evangeline Parish,LA
2506,6514,9162,Franklin Parish,LA
1181,7406,8819,Grant Parish,LA
10698,20903,32454,Iberia Parish,LA
8324,7320,16043,Iberville Parish,LA
2139,5169,7464,Jackson Parish,LA
73540,100292,181388,Jefferson Parish,LA
3080,10775,14277,Jefferson Davis Parish,LA
32726,68191,105599,Lafayette Parish,LA
8423,31958,41644,Lafourche Parish,LA
605,5835,6568,La Salle Parish,LA
7102,10761,18664,Lincoln Parish,LA
6950,48797,57700,Livingston Parish,LA
2744,1927,4732,Madison Parish,LA
5155,6502,11852,Morehouse Parish,LA
7143,8965,16617,Natchitoches Parish,LA
133833,24267,165619,Orleans Parish,LA
24420,41712,67987,Ouachita Parish,LA
3347,6900,10572,Plaquemines Parish,LA
4764,6789,11761,Pointe Coupee Parish,LA
18318,36814,56838,Rapides Parish,LA
1938,2391,4422,Red River Parish,LA
3157,6286,9596,Richland Parish,LA
1703,7877,9785,Sabine Parish,LA
4957,10232,15807,St. Bernard Parish,LA
8558,16620,26190,St. Charles Parish,LA
3353,2497,5964,St. Helena Parish,LA
6418,5456,12085,St. James Parish,LA
12658,7569,20740,St. John the Baptist Parish,LA
17208,21966,39970,St. Landry Parish,LA
8266,16872,25749,St. Martin Parish,LA
8050,14353,22871,St. Mary Parish,LA
27716,90914,124389,St. Tammany Parish,LA
16869,33933,52381,Tangipahoa Parish,LA
1329,1180,2543,Tensas Parish,LA
10664,31900,43893,Terrebonne Parish,LA
2691,7972,10894,Union Parish,LA
4745,19807,25253,Vermilion Parish,LA
2665,13471,16633,Vernon Parish,LA
5690,12552,18622,Washington Parish,LA
6259,11538,18140,Webster Parish,LA
5382,6926,12710,West Baton Rouge Parish,LA
715,3970,4759,West Carroll Parish,LA
2247,3390,5798,West Feliciana Parish,LA
1643,4605,6368,Winn Parish,LA
71632,53842,132667,Barnstable County,MA
43540,16799,64507,Berkshire County,MA
127619,104775,246068,Bristol County,MA
8338,2474,11434,Dukes County,MA
220027,135405,376140,Essex County,MA
24369,10327,37987,Franklin County,MA
110313,78230,200220,Hampden County,MA
54572,22089,82329,Hampshire County,MA
508919,216163,767337,Middlesex County,MA
4144,1892,6404,Nantucket County,MA
219129,119171,357781,Norfolk County,MA
133828,114722,264168,Plymouth County,MA
241212,50042,303517,Suffolk County,MA
197126,157138,380972,Worcester County,MA
6665,20025,27804,Allegany County,MD
116074,114509,242939,Anne Arundel County,MD
189437,131009,335017,Baltimore County,MD
178562,22726,208980,Baltimore city,MD
16669,24680,43445,Calvert County,MD
3747,8999,13282,Caroline County,MD
24314,55593,84879,Carroll County,MD
12651,27579,42309,Cecil County,MD
46063,24163,72480,Charles County,MD
5695,7938,14034,Dorchester County,MD
51891,56472,114962,Frederick County,MD
2252,10189,12905,Garrett County,MD
43803,74261,124224,Harford County,MD
93808,44792,146401,Howard County,MD
4178,4598,9166,Kent County,MD
309761,82985,408300,Montgomery County,MD
313627,29290,351091,Prince George's County,MD
7316,16211,24633,Queen Anne's County,MD
3484,5056,8768,Somerset County,MD
15786,26889,45169,St. Mary's County,MD
7865,10098,18731,Talbot County,MD
19193,38842,60731,Washington County,MD
16327,20832,38722,Wicomico County,MD
8783,15910,25571,Worcester County,MD
22975,28189,55340,Androscoggin County,ME
13377,19419,34963,Aroostook County,ME
102935,57697,171249,Cumberland County,ME
7001,7900,16382,Franklin County,ME
16107,13682,31983,Hancock County,ME
29296,31753,65999,Kennebec County,ME
12440,9148,23021,Knox County,ME
10241,9727,21432,Lincoln County,ME
12172,16214,31094,Oxford County,ME
32832,41601,80228,Penobscot County,ME
3098,5403,9144,Piscataquis County,ME
10679,9304,21596,Sagadahoc County,ME
9092,14998,25968,Somerset County,ME
10442,10378,22630,Waldo County,ME
6358,9037,16559,Washington County,ME
55828,50388,113962,York County,ME
1732,4201,6179,Alcona County,MI
1663,2585,4513,Alger County,MI
17932,33812,55153,Allegan County,MI
4877,9090,14688,Alpena County,MI
4448,8469,13572,Antrim County,MI
2238,4704,7457,Arenac County,MI
1156,2158,3486,Baraga County,MI
9109,19197,30265,Barry County,MI
21641,28327,52932,Bay County,MI
4108,5539,10221,Benzie County,MI
29496,38646,71882,Berrien County,MI
4740,11025,16490,Branch County,MI
24154,31489,58786,Calhoun County,MI
7270,14241,23272,Cass County,MI
5137,8674,14567,Charlevoix County,MI
4302,8680,13647,Cheboygan County,MI
5378,9120,15434,Chippewa County,MI
4250,8507,13385,Clare County,MI
16490,21635,40564,Clinton County,MI
2110,4354,6833,Crawford County,MI
6431,11112,18467,Delta County,MI
3923,8580,13140,Dickinson County,MI
24534,27608,55686,Eaton County,MI
6972,10616,18774,Emmet County,MI
102744,84174,196135,Genesee County,MI
3794,8124,12472,Gladwin County,MI
2925,4019,7313,Gogebic County,MI
20964,27412,51460,Grand Traverse County,MI
5665,9878,16442,Gratiot County,MI
4799,14094,19880,Hillsdale County,MI
6018,8475,15623,Houghton County,MI
4579,10629,15848,Huron County,MI
81266,44354,133478,Ingham County,MI
8206,16374,26364,Ionia County,MI
4344,8344,13349,Iosco County,MI
2004,3675,5910,Iron County,MI
11404,12338,25344,Isabella County,MI
25795,39793,69567,Jackson County,MI
67142,51031,125966,Kalamazoo County,MI
2279,6213,8920,Kalkaska County,MI
138567,147959,306270,Kent County,MI
527,814,1429,Keweenaw County,MI
1939,3159,5328,Lake County,MI
12734,30037,45126,Lapeer County,MI
6774,7239,14757,Leelanau County,MI
16750,26428,45895,Lenawee County,MI
34378,65665,105577,Livingston County,MI
681,1756,2576,Luce County,MI
2085,3740,6088,Mackinac County,MI
176238,224589,418773,Macomb County,MI
4979,6915,12598,Manistee County,MI
16042,14646,32897,Marquette County,MI
5281,8505,14658,Mason County,MI
5827,10305,17149,Mecosta County,MI
3539,6704,10765,Menominee County,MI
15655,23877,42379,Midland County,MI
1565,5386,7301,Missaukee County,MI
26859,43255,74101,Monroe County,MI
7874,16907,26556,Montcalm County,MI
1286,3498,5008,Montmorency County,MI
36640,35962,77114,Muskegon County,MI
6212,15174,22605,Newaygo County,MI
342976,289127,663255,Oakland County,MI
3973,7228,11903,Oceana County,MI
3030,6827,10386,Ogemaw County,MI
1175,2069,3420,Ontonagon County,MI
2705,7336,10597,Osceola County,MI
1044,2843,4062,Oscoda County,MI
3556,8266,12529,Otsego County,MI
46276,90456,145405,Ottawa County,MI
2400,4486,7215,Presque Isle County,MI
4287,8141,13036,Roscommon County,MI
44395,45469,94198,Saginaw County,MI
4873,13446,19243,Sanilac County,MI
1369,2556,4151,Schoolcraft County,MI
12547,19232,34044,Shiawassee County,MI
24553,49067,77994,St. Clair County,MI
7529,14886,23765,St. Joseph County,MI
7493,17421,26157,Tuscola County,MI
13258,17890,33213,Van Buren County,MI
128025,50335,187201,Washtenaw County,MI
517842,228908,775450,Wayne County,MI
4436,10000,15279,Wexford County,MI
3134,5516,9185,Aitkin County,MN
75499,93341,184084,Anoka County,MN
5208,10880,17090,Becker County,MN
8688,10783,21316,Beltrami County,MN
5640,12872,19911,Benton County,MN
921,1607,2729,Big Stone County,MN
14428,15667,33256,Blue Earth County,MN
3763,8708,13663,Brown County,MN
8460,8160,18059,Carlton County,MN
21508,29057,55102,Carver County,MN
4949,9982,15885,Cass County,MN
1978,3764,6182,Chippewa County,MN
9279,18441,30009,Chisago County,MN
12974,13549,29108,Clay County,MN
1100,2925,4225,Clearwater County,MN
1912,1156,3360,Cook County,MN
1678,3679,5697,Cottonwood County,MN
10982,22287,35568,Crow Wing County,MN
110251,99624,228659,Dakota County,MN
3102,6527,10564,Dodge County,MN
6227,13966,21623,Douglas County,MN
2153,4659,7355,Faribault County,MN
3872,6271,10976,Fillmore County,MN
6041,8808,15929,Freeborn County,MN
9446,14041,25538,Goodhue County,MN
1104,2063,3453,Grant County,MN
429283,191768,672644,Hennepin County,MN
4145,5616,10515,Houston County,MN
3432,7269,11423,Hubbard County,MN
5656,13635,20875,Isanti County,MN
9015,12920,23650,Itasca County,MN
1492,3609,5453,Jackson County,MN
2327,5230,8125,Kanabec County,MN
7266,12785,21648,Kandiyohi County,MN
823,1349,2363,Kittson County,MN
2306,3569,6313,Koochiching County,MN
1301,2294,3835,Lac qui Parle County,MN
3077,2932,6472,Lake County,MN
553,1540,2230,Lake of the Woods County,MN
4623,9182,14867,Le Sueur County,MN
860,1930,3002,Lincoln County,MN
3825,7256,12129,Lyon County,MN
930,991,2074,Mahnomen County,MN
1225,3208,4794,Marshall County,MN
2733,7062,10469,Martin County,MN
4978,12155,18684,McLeod County,MN
3192,8103,12198,Meeker County,MN
3709,8340,12948,Mille Lacs County,MN
3637,12925,17534,Morrison County,MN
7444,8826,17587,Mower County,MN
1295,2974,4642,Murray County,MN
7886,8436,17914,Nicollet County,MN
2733,5299,8592,Nobles County,MN
1264,1699,3232,Norman County,MN
36266,35668,79277,Olmsted County,MN
9339,20939,32284,Otter Tail County,MN
2146,4000,6671,Pennington County,MN
4580,8191,13729,Pine County,MN
1127,3338,4779,Pipestone County,MN
4712,8979,14698,Polk County,MN
2106,3793,6294,Pope County,MN
176929,70778,269161,Ramsey County,MN
540,1141,1871,Red Lake County,MN
1887,5137,7566,Redwood County,MN
2117,4890,7563,Renville County,MN
14437,15429,32217,Rice County,MN
1373,3091,4807,Rock County,MN
1856,5451,7767,Roseau County,MN
28502,39948,74390,Scott County,MN
13299,31049,47938,Sherburne County,MN
1954,5193,7727,Sibley County,MN
57769,44631,111260,St. Louis County,MN
25575,47618,78985,Stearns County,MN
6239,11198,19040,Steele County,MN
2116,2800,5350,Stevens County,MN
1679,2962,4968,Swift County,MN
2783,8485,11944,Todd County,MN
631,1050,1791,Traverse County,MN
3866,6989,11764,Wabasha County,MN
1684,4837,6894,Wadena County,MN
2838,5967,9579,Waseca County,MN
67086,64429,142843,Washington County,MN
1814,2768,4971,Watonwan County,MN
893,2129,3279,Wilkin County,MN
11366,12122,25852,Winona County,MN
20336,43274,69154,Wright County,MN
1524,3382,5253,Yellow Medicine County,MN
3495,6019,10137,Adair County,MO
2045,6665,9140,Andrew County,MO
541,2059,2723,Atchison County,MO
2567,6981,10043,Audrain County,MO
2710,11427,14604,Barry County,MO
795,4958,5932,Barton County,MO
1617,6000,8021,Bates County,MO
2024,7212,9584,Benton County,MO
705,4827,5669,Bollinger County,MO
41072,36146,83312,Boone County,MO
12010,21315,35563,Buchanan County,MO
3036,13647,17232,Butler County,MO
837,3231,4309,Caldwell County,MO
4988,13052,19127,Callaway County,MO
4706,16721,22182,Camden County,MO
8468,26939,36875,Cape Girardeau County,MO
745,3480,4361,Carroll County,MO
436,2323,2842,Carter County,MO
14816,33006,50715,Cass County,MO
1010,5019,6278,Cedar County,MO
888,2948,3962,Chariton County,MO
8505,30941,41394,Christian County,MO
724,2458,3316,Clark County,MO
45182,57328,109237,Clay County,MO
2572,7058,10197,Clinton County,MO
10907,24610,37261,Cole County,MO
1932,5623,7976,Cooper County,MO
1824,7724,9920,Crawford County,MO
637,3184,3951,Dade County,MO
1271,5895,7440,Dallas County,MO
730,2763,3689,Daviess County,MO
824,3540,4590,DeKalb County,MO
978,5599,6778,Dent County,MO
984,5486,6664,Douglas County,MO
2360,8026,10574,Dunklin County,MO
12339,35420,50045,Franklin County,MO
1519,5670,7444,Gasconade County,MO
605,2304,3033,Gentry County,MO
42400,77387,127609,Greene County,MO
780,3462,4413,Grundy County,MO
574,2965,3682,Harrison County,MO
2356,7072,9855,Henry County,MO
1016,3539,4717,Hickory County,MO
346,1926,2348,Holt County,MO
1279,3277,4851,Howard County,MO
2880,13888,17415,Howell County,MO
933,3173,4260,Iron County,MO
163723,114777,294063,Jackson County,MO
10565,35058,48179,Jasper County,MO
31546,68973,105969,Jefferson County,MO
5924,13702,21087,Johnson County,MO
379,1413,1867,Knox County,MO
2543,12834,15959,Laclede County,MO
4047,10977,15815,Lafayette County,MO
2898,13084,16674,Lawrence County,MO
933,3343,4452,Lewis County,MO
5561,18111,24857,Lincoln County,MO
1239,4084,5572,Linn County,MO
1265,4879,6408,Livingston County,MO
1518,5794,7579,Macon County,MO
1005,4102,5318,Madison County,MO
794,3559,4498,Maries County,MO
2993,9418,12902,Marion County,MO
1329,6599,8233,McDonald County,MO
216,1486,1739,Mercer County,MO
1750,9285,11414,Miller County,MO
1458,3600,5165,Mississippi County,MO
1237,5344,6808,Moniteau County,MO
853,3159,4147,Monroe County,MO
1118,4124,5424,Montgomery County,MO
1768,6757,8815,Morgan County,MO
1933,5270,7352,New Madrid County,MO
4988,20546,26506,Newton County,MO
2529,6379,9439,Nodaway County,MO
865,3668,4664,Oregon County,MO
998,5845,7078,Osage County,MO
724,3639,4501,Ozark County,MO
1946,3964,6025,Pemiscot County,MO
1520,6907,8732,Perry County,MO
4322,12792,18045,Pettis County,MO
4761,12699,18499,Phelps County,MO
1806,5274,7375,Pike County,MO
18915,24975,46641,Platte County,MO
2630,10435,13709,Polk County,MO
2918,9870,13443,Pulaski County,MO
352,1936,2342,Putnam County,MO
1138,3969,5266,Ralls County,MO
2283,7529,10309,Randolph County,MO
3088,7103,10835,Ray County,MO
540,2402,3032,Reynolds County,MO
830,4520,5518,Ripley County,MO
2787,5977,9245,Saline County,MO
354,1505,1933,Schuyler County,MO
365,1525,1968,Scotland County,MO
3574,13168,17244,Scott County,MO
776,2966,3904,Shannon County,MO
606,2524,3252,Shelby County,MO
68225,120899,199513,St. Charles County,MO
936,3501,4630,St. Clair County,MO
6250,17467,24714,St. Francois County,MO
280866,199081,503493,St. Louis County,MO
101487,20281,127403,St. Louis city,MO
2540,5495,8459,Ste. Genevieve County,MO
1873,11077,13278,Stoddard County,MO
2886,13149,16538,Stone County,MO
526,1884,2484,Sullivan County,MO
4367,18240,23399,Taney County,MO
1728,8875,10935,Texas County,MO
1706,6526,8576,Vernon County,MO
3915,11109,15766,Warren County,MO
1926,7047,9279,Washington County,MO
946,4640,5738,Wayne County,MO
3173,12829,16690,Webster County,MO
195,808,1046,Worth County,MO
1166,6703,8086,Wright County,MO
6921,5125,12214,Adams County,MS
2684,11817,14781,Alcorn County,MS
2688,4282,7033,Amite County,MS
2847,4288,7242,Attala County,MS
1713,2240,3996,Benton County,MS
8410,4251,12831,Bolivar County,MS
1884,4360,6339,Calhoun County,MS
1648,3774,5470,Carroll County,MS
3649,4127,7890,Chickasaw County,MS
1198,2763,4020,Choctaw County,MS
2523,414,2954,Claiborne County,MS
2556,5088,7713,Clarke County,MS
5695,4136,9960,Clay County,MS
6378,2426,8912,Coahoma County,MS
6203,5576,11906,Copiah County,MS
3267,5423,8790,Covington County,MS
19892,42155,64022,DeSoto County,MS
11271,15149,27284,Forrest County,MS
1471,2685,4219,Franklin County,MS
1013,8652,9831,George County,MS
956,4309,5325,Greene County,MS
4386,5940,10442,Grenada County,MS
3320,13720,17517,Hancock County,MS
20679,39710,62076,Harrison County,MS
64922,24919,91536,Hinds County,MS
5820,1151,7045,Holmes County,MS
2652,924,3599,Humphreys County,MS
395,298,699,Issaquena County,MS
1100,8385,9634,Itawamba County,MS
13087,31204,45465,Jackson County,MS
4367,4032,8468,Jasper County,MS
3337,489,3859,Jefferson County,MS
3720,2466,6237,Jefferson Davis County,MS
7748,20076,28250,Jones County,MS
2827,1778,4639,Kemper County,MS
7968,10872,19642,Lafayette County,MS
5044,18493,24179,Lamar County,MS
10910,17574,28967,Lauderdale County,MS
2181,4072,6329,Lawrence County,MS
3579,4775,8436,Leake County,MS
9635,21695,31974,Lee County,MS
6677,2757,9566,Leflore County,MS
4458,10550,15193,Lincoln County,MS
11545,13124,25139,Lowndes County,MS
18358,25607,45048,Madison County,MS
3572,7697,11443,Marion County,MS
7944,6525,14698,Marshall County,MS
5485,10107,15781,Monroe County,MS
1775,2334,4162,Montgomery County,MS
2668,7613,10438,Neshoba County,MS
2549,5929,8594,Newton County,MS
4330,1181,5538,Noxubee County,MS
7851,7671,16151,Oktibbeha County,MS
7300,7371,14854,Panola County,MS
2919,15530,18893,Pearl River County,MS
1220,4135,5432,Perry County,MS
7636,7748,15633,Pike County,MS
2123,9442,11811,Pontotoc County,MS
2067,7647,9871,Prentiss County,MS
2303,998,3353,Quitman County,MS
13741,46168,61356,Rankin County,MS
